boot_m_mean,boot_m_sd,boot_sd_mean,boot_sd_sd,CI_coverage_1_mean,CI_coverage_2_mean,CI_coverage_3_mean,CI_coverage_4_mean,CI_coverage_1_sd,CI_coverage_2_sd,CI_coverage_3_sd,CI_coverage_4_sd,CI_length_1_mean,CI_length_2_mean,CI_length_3_mean,CI_length_4_mean,CI_length_1_sd,CI_length_2_sd,CI_length_3_sd,CI_length_4_sd,cnt,exec_secs,N0,N1
0.0810846618586507,0.119201559816533,0.0803533922962577,0.00691031621228966,0.8,0.8,0.8,0.8,0.421637021355784,0.421637021355784,0.421637021355784,0.421637021355784,0.314979509872566,0.318877126223416,0.317558724098868,0.315876105072355,0.0270879417957419,0.0274231331384952,0.0273097517949672,0.028630119873216,10,1.458,100,150
