boot_m_mean,boot_m_sd,boot_sd_mean,boot_sd_sd,CI_coverage_1_mean,CI_coverage_2_mean,CI_coverage_3_mean,CI_coverage_4_mean,CI_coverage_1_sd,CI_coverage_2_sd,CI_coverage_3_sd,CI_coverage_4_sd,CI_length_1_mean,CI_length_2_mean,CI_length_3_mean,CI_length_4_mean,CI_length_1_sd,CI_length_2_sd,CI_length_3_sd,CI_length_4_sd,cnt,exec_secs,N0,N1
-0.000886860923158896,0.0985655289036165,0.0807308195133405,0.00636018238607839,0.94,0.94,0.94,0.94,0.239897937482095,0.239897937482095,0.239897937482095,0.239897937482095,0.316458997377102,0.320374921187668,0.319050326408016,0.316317012480953,0.0249314568236393,0.0252399634112762,0.0251356084147951,0.0253287997299071,50,6.45,100,150
